revrId,revrName,revrDate,revrText,revrStar,revrSource,revrExperience_Positive_or_Negative,restId
V000000057,Cameron B.,7/2/21,"Great new spot in College Park!

After hearing several good things about this place from friends and fellow Yelpers I decided to check it out myself.

I met two friends here around 6pm for a Friday afternoon happy hour.  Upon walking in, I knew I would like the place.  The building is very open with a good array of tables, bar stool seating, and booths.  It's decorated very vibrantly with murals and custom art pieces.  It gives a bit of an industrial vibe that I enjoy.  There was a mix of age demographics - from the current college students, to families, to working professionals.  Everyone seemed comfortable.

We put our name in for a table and took a seat at the bar for a drink while we waited.  I had a whiskey ginger which was $5 for happy hour. My friends both ordered mules for $9 which were not on the HH menu.  Other happy hour discounts included $1-2 off of select beers and $2-3 off wines. There's no food included in the happy hour deals.

At the bar, the staff was a bit slower than I'm accustomed to from other bars.  The restaurant didn't seem extremely busy but I remember having to flag down a bartender after a few minutes of not being greeted or offered a drink or app.

After about an hour, our table was ready and we were led to our outdoor table.  Once seated we had difficulty flagging down a waitress to place an order for more drinks and food.  The waitresses dress in plain clothes (no uniforms) so they blend in with all of the restaurant patrons.

We ordered a few food items.  Two orders of wings - the old bay and the buffalo; both sets were delicious! The big bag o fries for $12 - the bag is HUGE and totally worth the money; we had to take some home, there were so many.  Another friend got the chicken sandwich on a donut bun -- she said the chicken was nice n' crispy but could've been more heavily seasoned.

A band was setup to play outside - they performed from about 7:30 - 9.  A nice three piece band that played top 40's and some well known throwbacks.  Definitely added to the nice vibes of the place.

Overall, a fun visit and I'd definitely go back.  Be sure to sit outside when the weather is nice - their outdoor space is a big draw.  Drinks are solid (especially during happy hour when rails are $5).  Food is good - make sure to try the wings.   Would be a 5 star rating if service was a bit faster, but the slowness earns them a star deduction.",5,Yelp,P,R100000
V000000058,Bryana M.,6/28/21,"Yesterday when I went here I started a tab at the bar. We wanted to move sections so we close out at the bar. That first reciept had an error on it, and it was rectified. After we move, we order some more. When I went to pay for the final tab, I received the wrong tab apparently but I still paid. We then left. Soon after we receive a call from the other ppl we were with that they couldn't leave because we were being accused of never paying our bill. So I return and say I definitely paid and then they realize a mistake was made. But demanded we pay AGAIN. Received ZERO compensation, no refund for the initial incorrect bill I paid, and the bartender was telling me to be quiet, get over it, and calling me a theif. I really feel like I wouldn't have been treated so poorly if I was Caucasian. We paid two bills and went about our way. I will never return here. Disgusting service, attitudes, and gross incompetence.",1,Yelp,N,R100000
V000000059,Stephen J.,6/27/21,"This spot really fits the university vibe of UMD. Very laid back and casual which allowed for the book club that I'm apart of, to be even more comfortable. The music selection was bearable lol and the waiter was attentive to our requests. I tried the Fried Chicken Sandwich with two baked donuts as buns. I have tried ""Luther"" donut sandwiches before at other establishments with bacon, chicken, and glazed donuts. My mind is saturated with so many tasty memories. This variation had slaw and a sauce inside. The chicken was moist and the flavors were well balanced. The sandwich would have been five stars with a bigger donut bun. The proportion of the sandwich in my opinion was a generous amount of chicken in between a ration size donut bun. To the donuts credit it was savory and just enough sweetness like a funnel cake without the instant nap lol The fries were also good. As far as still water goes it was average. The electric charging station and restaurant premises were well maintained. There is indoor and outdoor dining. I must be getting old, because I found the outside benches uncomfortable after an extended period of time (2hrs). Someone in my party picked the seat so I digress. There are tables with chairs as well outside lol. If you are in the area and looking to add a little peace to your day, Treat yourself to this College Park hangout spot.",4,Yelp,P,R100000
V000000060,"	Kameryn P.",6/21/21,"I am so glad we choose this restaurant! Eveleen was so great, very attentive, and kind! I would like her again !",5,Yelp,P,R100000
V000000061, Kesha T.,6/15/21,"Nice local spot with indoor and outdoor seating options to enjoy their handcrafted cocktails, food and casual atmosphere. The location is definitely great to meet up with a few friends to catch a game or just hang out. The staff during each visit have been friendly. I appreciate the free parking in front of the building (the meters can catch you off guard if you're unfamiliar with the CP area). The dining areas are clean and nicely spaced out. It's nice to have the option to dine indoors at the bar, on the other side with the projector screen or outdoors. The stage outside is a nice touch where apparently events and a variety of performers come out.

I'm not sure if the menu is seasonal or not but the cocktails being offered this spring/summer have been refreshing and true to their name. The frosé was tasty. The crushes are a bit too sweet for my taste but they're ok if you like the ingredients. The Fire Melon Frozen Crush is an interesting combo of sweet and heat - my friend wasn't really a fan a would've preferred more of the watermelon flavor to stand out.

Food - The liquid feta takes the brussel sprouts to a new level - they're good. I've tasted the shrimp nachos and they are pretty good. The cheese is creamy and the nachos are crisp. It's nice that they don't skimp on the shrimp. The fried chicken sandwich (donut bun) was interesting, but it was decent. The donut isn't super sweet and the chicken has a good crisp but could use some heat. The fries are good.

I'd come back and recommend to others to stop by and check them out.",5,Yelp,P,R100000
V000000062,Mindy K.,6/13/21,"The food was great but I have to say the service here was fantastic! Kasey was super attentive and friendly, making sure we had everything we needed. The drinks were good and the food was great, have to try the triple chicken wings and their short rib tacos!",5,Yelp,P,R100000
V000000063,James G.,5/23/21,"Last few times have been a bit odd. Fries had sugar on them. Salad had only one chunk of avocado. Server forgot to tell kitchen it was my birthday. Many good items on menu no longer listed but still available. Some good items just randomly disappear. But I will still continue going there. Better than any other place around. They have no monetary incentive to fix the problem, but I really wish management would actually book some live entertainment. The empty stage makes me sad. I also want them to bring back the cold brew and nitro.",5,Yelp,P,R100000
V000000064,Alexander S.,5/22/21,"Breakfast for 3 with a reservation. The food was good, but 1 of the 3 dishes came out cold, the hash browns were below room temperature. The other 2 dishes were warm. Looks like food was prepared out of order and no one bothered to check.",3,Yelp,N,R100000
V000000065,Andrew P.,5/13/21,"New local brunch spot discovered!!! And while several college students are customers, it still feels welcoming enough for the older crowd. I can only speak on the brunch experience, but they seem to have an appealing cocktail bar as well that I hope to take advantage of in the near future.

",5,Yelp,P,R100000
V000000066,"	
Bethlehem A.",5/6/21,"I've been here a dozen of times and almost 8/10 times when I'm here I'm bracing myself for something to go wrong (either they mess up an order or take way too long to get back to you) but decided to try it out one last time for date night.
Our server was Audrey and she was GREAT! I was amazed at how fast our apps + drinks were out and she was constantly checking on our table to see if we needed anything.",5,Yelp,P,R100000
V000000067,Elyssa C.,4/27/21,"There needs to be more staff. My table waited 45 minutes for two drinks and one pizza. The drinks were not made the best and could not be consumed. They were also unable to accommodate a request about one pizza (removing an item) but were able to accommodate it for a different pizza. When I was told that it wouldn't be possible to make that change, I told the server that I have done this in the past with no problem. He assured me that it could not be done today because they were ""too busy."" I can understand that it was busy but it was only a Tuesday night.",2,Yelp,N,R100000
V000000068,Adam B.,4/26/21,"I have been here a few times now with my friends and every single time our service sucks. It takes way too long to get anything. The food and drinks are amazing! We wanted this place to be our regular weekend spot, but it takes way too long to get anything for it to be worth it. We'll definitely keep giving it a shot because it's understandable under covid restrictions but it's just not as appealing as it could be",3,Yelp,N,R100000
V000000069,Alex R.,4/23/21,"The Hall is really good at tricking customers into paying outrageous prices for not very much food. For example, the $9 ""Steamed Buns"" (emphasis on the BUNS part) is simply a single small bun. You'd think given the plural name there would be more than one but you'd be wrong. I also ordered the Fried Buffalo Chicken Birria Tacos, which for $15 included three miniture tacos that were barely filled and a pile of rice and beans. The entire menu seems built to minimize the amount of food they give you. The small amount of food I received was tasty, but worth nowhere close to the $24 price tag. Service was also glacially slow, as we arrived at 6pm sharp and didn't get our orders taken until 6:30 and our food didnt come until 7. I will not be coming here again and will be warning others.",4,Yelp,P,R100000
V000000070,Brian S.,4/18/21,"I live close to The Hall CP
I alive wings in all flavors, but I love them cooked well! At The Hall you get well cooked and crispy wings with a choice of 3 or 4 flavors. Delicious!! The fries are delicious as well.
If you want dessert I suggest the blonde, it comes with ice cream and blue & black berries. There's a lot more in the menu! Wings are my go to there. Enjoy",5,Yelp,P,R100000
V000000071,Dasia L.,4/17/21,My burger was delicious I wish I had a photo. The only reason why I rated it 4 stars is because they didn't really have a large NON alcoholic drink menu. Meaning no like specialized drinks no flavored teas etc.,4,Yelp,P,R100000
V000000072,Ashley L.,4/2/21,"My husband and I came here for brunch during our anniversary weekend at The hotel at the University of Maryland. You can tell it's a hang out spot for the college crowd but the atmosphere was good, nonetheless. I ordered the giant mozzarella sticks, bottomless mimosa, and the short rib tacos. My husband ordered the old fashioned burger and fries. First, I have to say the fries were amazing. I don't know what they season them with, but they were so good I almost ate my fingers biting into them. I know they weren't a part of my meal, but I stole a few of my husbands fries lol. The tacos were a bit spicy for my taste but they were still good. The mozzarella sticks were mozzarella sticks, just bigger. Overall we had a good experience and I would definitely go back. Oh, I forgot to say how much I enjoyed the endless mimosas:)",4,Yelp,P,R100000
V000000073,Theresa W.,3/30/21,"We arrived here for a surprise birthday brunch at an outdoor table on Sunday. It was raining, and the hostesses were not friendly at all and tried to make us leave the restaurant and forfeit our reservation because they apparently shut down the entire outdoor area after it rains because they don't want to dry the tables. We asked several times if they could accommodate us elsewhere because we did have a reservation from 5 days prior, and they kept offering new reasons as to why they couldn't seat us - ""we can't push 2 tables and umbrellas together"" ""it's wet and we typically don't dry the tables"" ""we're fully booked for 4 hours indoors and cannot even put you on a waiting list"". After over 10 minutes of back and forth, the hostess finally said ""oh well if you want you can sit at the community bar table"". I don't understand why this option was not presented to us in the beginning, as it was essentially a normal table inside that could accommodate us and was socially distanced. We also didn't appreciate that they repeatedly tried to rudely make us leave the restaurant rather than work with us to accommodate our reservation - it was like they couldn't care less about receiving our money and helping make a planned birthday brunch happen.",2,Yelp,N,R100000
V000000074,Joey W.,3/27/21,"I wrote a review a while back about The Hall having poor service and my server changing several times. The manager was very helpful and addressed the issues. Since then, I've been to The Hall a few times and have enjoyed the experience. Last night, however, was a big disappointment. I would consider myself to be a fairly regular customer of this establishment, and so when the waitress took my order, I didn't have to look at the menu. Little did I know that the menu changed. I had been at The Hall just a few days prior, so it's disappointing that I was not notified of this change. I split the nachos as an appetizer and the burger as an entree with my girlfriend. The shrimp in the nachos were burnt and absurdly garlicky. I checked the menu after and noticed that they didn't come with the beans or avocado that they were supposed to either. It was also frustrating that the appetizer that we ordered as, well, an appetizer, came out with our entree. This resulted in the food getting cold very quickly, and with nachos, they get soggy as well. The burger was good as always and we enjoyed the drinks, but the service at The Hall continues to be a disappointment. I was also surprised by some of the items taken off of the old menu and the disappointing replacements.
",2,Yelp,N,R100000
V000000075,Thomas N.,3/23/21,"I came here on nice day and got outdoor seating. The overall place looked very nice both outside and inside. It was huge. We came here for some drinks and food. We only ordered the nachos, which was fantastic, super delicious and the drinks were great. It's 1/2 for cocktail drinks, which isn't bad.

However, the wait for the drinks took forever. The drink take about 20+ mins every time. It was just for the 2 of us.. If the drinks came out a bit faster that would be great but I understand that the place is huge. Overall, this place was a good time. Food was good and drinks were great. Would def come back but faster service.",4,Yelp,P,R100000
V000000076,Elizabeth V.,3/6/21,"For my first visit I enjoyed it! I heard of the restaurant via a TikTok video & it met the expectations. Nice staff, good food & chill vibes. I got the Kobe Street Dog and my bf got the Fried chicken sandwich.",4,Google,P,R100000
V000000077,Jaelynn J.,2/16/21,"Don't be fooled by the pretty pictures. The mozzarella stciks were not good at all. Perhaps it was because they were fried in old oil, perhaps it was due to the lack of flavor but probably a combination of both. The wings were simple okay; the sauce was decent (7/10) but the flavor of the meat was lackluster. Affordable prices but still not worth it in my book. Overall, I would give this place a 5/10 on a good day.",2,Google,N,R100000
V000000078,Carley A.,2/7/21,"I reserved seating for two on the ""waitlist"" on their website which they don't honor.  I received the text confirmation with no updates. I called and was informed that they don't use the online waitlist.  I was told it's better to come in person to get on the list and there was currently an hour wait. We immediately drove to the restaurant, I was told they are no longer accepting folks due to overbooking even at the bar.  I informed her that I spoke to someone 15 minutes ago and they said it was a hour wait and to come to the restaurant.  All she said was ""sorry.""  I see everyone else getting service and allowed to wait.  I was willing to sit at the bar and it was only two of us.  I don't like to over analyze situations but this felt wrong!   I'll leave it at that.",1,Google,N,R100000
V000000079,Rachel N.,1/24/21,Really fun place to come and eat! Some friends and I had brunch here and the food did not disappoint. The service was great as well!,5,Google,P,R100000
V000000080,Donyiel C.,1/15/21,"Frist heard about this place on Yelp! Wish I came sooner! I could have had lots of fun.  Well it's not too late to start! I've been here twice in less than a week. First time was this past Sunday with my Yelp boo, Dr. Wilson for ""Study Hall"" (50% off drinks).  The weather was super nice for a January winter day in the DMV. They have a great brunch menu, which includes brunch (bottomless mimosas) - I will be back for that!",5,Google,P,R100000
V000000081,Katie A.,9/4/21,"my favorite restaurant ever!!! I always look forward to eating the spicy beef noodle soup when I come to College Park. I discovered this spot when I was in my last semester of senior year and I was so sad but happy to find such a treasure. Thankful that it has sustained through COVID- support local restaurants and eat here, you won't regret it!!'",5,Yelp,P,R100001
V000000082,Carol K.,8/28/21,"Authentic and Fantastic Service! 
All my Chinese friends love this place, 
they make their noodles from scratch.
This is the only place where I eat lamb-
I love how they season their lamb skewers!
I think it's so nice they hire UMD students as servers, they work so hard:)'",5,Yelp,P,R100001
V000000083,Jeffrey L.,7/16/21,An awesome find. Reminds of being in Harbin again. A choice appetizers and meat skewers. Just missing Harbin beer! A great menu of summer cold noodles and plenty of vegetarian and meat options on both menus. Choice of rolled or knife cut noodles. Wonderful service and bowls of delicious goodness.',5,Yelp,P,R100001
V000000084,Drew L.,5/29/21,"All authentic food here! Lamb, fish cakes and their specialty are the noodles. Burgers were great and the skewers are a must try. You can get the noodles knife cut (wide style) or rolled (noodle style). Vinegar also a staple in this area. A small restaurant but with lots of potential.'",4,Yelp,P,R100001
V000000085,Gabriel Mata,10/13/21,"This is one of the few places that I frequent, with the drive from DC. I enjoy all the flavors and the spices. I got the vegetarian option which I thought was amazing and hearty for being just vegetables and noodles. I look forward to trying all of the menu. D 12, the item, is one of my favorites. The vinegar peanuts and the Dan Dan noodles are phenomenal and you should definitely try them. The plum juice was the new thing for me to try and I highly recommend it. The servers were casual and young so you may have to wave them down but the food experience it’s just amazing and I look forward to continuing to dine often.'",5,Google,P,R100001
V000000086,Chris W.,10/22/21,"Not your average ""Chinese"" restaurant. Fantastic food, reasonable prices, good service. Don't go there expecting the same foods you'd find at a random carryout place, or Panda Express. Northwest Chinese serves a wide array of noodles, and soups mixed with a cornucopia of vegetable and meat options. My only complaint, is the entrée I ordered at a pepper icon next to it. I was expecting it to be spicy, and it really wasn't even midley spicy. That being said, I still loved the dish. One of the best food options in CP hands down.'",5,Google,P,R100001
V000000087,Emmy,10/24/21,"Hot oil seared noodles are chewy,  spicy,  just about perfect.
Dan dan noodles were a bit underwhelming. Spice was right,  noodles were a bit limp. Service was great.  Fast. Hot. Easy in and out.'",4,Google,P,R100001
V000000088,Luke A.,7/10/21,"Qu is THE BEST bang for your buck in College Park, specifically their hibachi meals. Some of the best hibachi I've ever had at a reasonable takeout price. I always go with the one protein hibachi and it has never disappointed me. It's an absolutely killer lunch meal if you are visiting College Park and the best quick study dinner for students. My favorite aspect of the restaurant is how simple the menu is -- Qu does not try to do too much, they give you either ramen or hibachi, cooked to perfection. Not a sit-down restaurant but for a take-out joint it's one of the best I've ever been to.'",5,Yelp,P,R100002
V000000089,Ronak Patel,9/16/21,This place is definitely worth trying out. Dining in is an experience in and of itself because the ramen bowls are very nicely made (and look beautiful!). The employees also work very hard she would rush to clean up a table as soon as it is done being used and rush back if there was a customer waiting. The food took a bit longer than I thought but that’s either because they were busy or just because it’s prepared properly so it’s excusable.,5,Google,P,R100002
V000000090,Rizzy Rozay,10/16/21,Quick fix for Ramen lunch. Delivery friendly packaging. Tonkotsu is preferred over teriyaki chicken. Seasoned eggs are usually soft and jammy. Sometimes residual heat continues to cook the yolks. Keep this in mind if you’re doing carry out. Ask for chili oil on the side if you like some spice. I order often for work lunch delivery.,4,Google,P,R100002
V000000091,Aron Zhang,9/16/21,I was there for lunch. Their owner Xia she was super nice and friendly. They were super efficient with their food. The food came out less than 10 mins after I placed my order. I will definitely recommend this place if you are near college park.,5,Google,P,R100002
V000000092,Ericathepikachu,10/16/21,Love it everytime I go. We like going every week. The woman on the phone is always sweet. The food is great!,5,Google,P,R100002
V000000093,Shardae B.,9/25/21,You can definitely pass this place by but I took a chance hoping that the Ramen was good. Ramen is my favorite so I'm a stickler for good Ramen buttt without a doubt this little gem of a place did not disappoint. Will definitely be back!,4,Yelp,P,R100002
V000000094,Luke A.,7/10/21,"Qu is THE BEST bang for your buck in College Park, specifically their hibachi meals. Some of the best hibachi I've ever had at a reasonable takeout price. I always go with the one protein hibachi and it has never disappointed me. It's an absolutely killer lunch meal if you are visiting College Park and the best quick study dinner for students. My favorite aspect of the restaurant is how simple the menu is -- Qu does not try to do too much, they give you either ramen or hibachi, cooked to perfection. Not a sit-down restaurant but for a take-out joint it's one of the best I've ever been to.",5,Yelp,P,R100002
V000000095,Kyle L.,10/19/21,"Qu Japan opened four years ago. Their hibachi is good but their portion sizes are a little small. I'm very picky about my ramen and tend to be too crucial, so I'll share my friends' thoughts..
My friends love their ramen and order it almost every time we eat out.  Their broth is very flavorful and their noodles are much higher quality than your average microwave ramen.",5,Yelp,P,R100002
V000000096,Shardae B.,9/25/21,You can definitely pass this place by but I took a chance hoping that the Ramen was good. Ramen is my favorite so I'm a stickler for good Ramen buttt without a doubt this little gem of a place did not disappoint. Will definitely be back!,5,Yelp,P,R100002
V000000097,Lzzy Carino,5/16/21,Good flavor and people were nice,4,Google,P,R100002
V000000098,Jessica Grimmer,9/15/21,"(Qu Ramen, spicy) was good",5,Google,P,R100003
V000000099,Nya H,3/15/21,These salads are enjoyable and great assortment of toppings and the dressing concoctions are luscious and mouthwatering. ,4,Google,P,R100003
V000000100,Samantha T.,10/2/21,I ve been meaning to try Sweetgreen for the longest and I'm glad I finally did. They have salads and warm bowls with a line style buffet similar to Chipotle. The portions are pretty big and I think it's budget friendly based on that size. I will say the Caesar dressing is pretty salty but it's my fault for asking for it heavy without tasting it first. The service is very fast and it's a great place to go if you're on the go but they also have a few seats if you want to dine in.,5,Yelp,P,R100003
V000000101,Tava W.,1/12/21,"I was so hungry and demolished my salad before getting any pics! My bad fellow yelpers!! 

This go around I tried the warm bowl minis the rice...extra kale, apples, sweet potatoes, almonds, goat cheese and I also ordered a side of the cashew sweet potatoes. 

Trying to be more healthy these days. 

Mmmmm mmm good! 

I love the Covid measures and ordering online and literally my bag was waiting for me at the front door promptly at the time I chose to ready. On the other hand no one was there overseeing the hand offs so literally anyone could open the door and snatch a couple bags and been on their merry way... 

Really can't trust anyone now days...can never be too careful. 

Stay safe everyone!",4,Yelp,P,R100003
V000000102,Kyla G.,6/8/21,I ordered the kale Cesar and had a hair in my food after 3 bites I noticed. Never again will i return to this location absolutely disgusted trashed it waste of money,1,Yelp,N,R100003
V000000103,Christina C.,2/11/21,Food was DELISH! I Had the chicken pesto salad. Chicken was flavorful and moist. All ingredients were really fresh. Salad was a good size and filling. I would order again.,5,Yelp,P,R100003
V000000104,SJ P.,6/12/21,"The server Kim was very rude, unpleasant and lied. When I asked for steelhead, there was one piece left. She asked for new fish to be cooked. When I asked for the new fish she told me there wasn't any. I'm not sure why she lied and wouldn't offer what I asked for. Also, she didn't offer me any bread like all other customers. She was rushing my order with an attitude. I don't feel I received the same service as others. The total experience was uncomfortable and I would never visit this location again.",5,Yelp,P,R100003
V000000105,Nathia W.,11/19/20,What an amazing experience! I went in today and was really looking for a big tasty salad my salad maker had full knowledge of the menu and lots of suggestions. He told me about his favorite combinations and I am glad I took his recommendations. My bowl was delicious! I'm super happy with my experience and thought that I should highlight how dope Andres was! I got the Buffalo chicken bowl! Yum!,5,Yelp,P,R100003
V000000106,workhardplayhard27,10/7/21,"I walked into sweetgreen with modest expectations, and I ended up thrilled with the items I ordered. I had the Harvest Bowl and it was fantastic. The blend of ingredients and their overall freshness made for an exceptional meal.
I also really like that all items are served in compostable containers. After 20+ months of eating from way too many styrofoam containers, it was nice to have something more ecological.",5,Tripadvisor,P,R100003
V000000107,Karen M.,11/12/21,"Delicious pizza.  Affordable price for 2.  Staff was knowledgable.  There was a line when we entered but we had our orders taken and got our pizzas and salad quick enough.  Loved the spicy sauce.  Salad was okay. Wish they had fresh basil, it was listed on the board but they had run out.
Mango lemonade was tasty.  Overall 4.5",5,Tripadvisor,P,R100010
V000000108,Antonio M.,11/12/21,"Mostly dont make it a point to leave reviews but I got really good service here and not just this time, every time i come, workers are friendly and get me my food fast (i only 30min lunch). Also they have good lemonades wich i believe they make in house.",5,Yelp,P,R100010
V000000109,Nita K.,11/9/21,Hands down best pizza in the area!,5,Yelp,P,R100010
V000000110,Matthew S.,10/30/21,"Walked in the store behind another person today. I stood in line and waited. After arriving to the front of the line was told ""sorry we are closed"". The person in front of me received a pizza but I was told I could not get one. After asking to speak to a manager the staff refused. Seriously??? I was able to purchase a drink though... after ordering my drink and sitting down, the staff proceeded to make themselves pizzas. So literally, everyone got a pizza in the store except me.",1,Yelp,N,R100010
V000000111,Hayes Z.,10/1/21,"No idea what happened to this place but their standards have sunk hard. Used to love always going to blaze while I was a student at UMD, but my recent experience there was highly dissapointing.
HALF OF THE STAFF WERE HANDLING FOOD WITH NO MASKS ON. Everyone seemed too busy on their phones or conversing with eachother, and one girl even just dropped my pizza with no apologies at all. (I waited 10 minutes to be ringed up at the cashier while the non line staff were just on their phones). Overrall the attitude of the staff made me feel extremely unwelcome and that they did not care and only wanted us to leave as soon as possible.
My two friends ended up receiving free soda drink cups as courtesy for running out of most of the available toppings.
I still had to pay for mine when they dropped my food and ended up spending almost a hour to finally get my food during empty service. If they werent going to give me a apology they couldve atleast given a small compensation.",1,Yelp,N,R100010
V000000112,Lucas W.,8/26/21,"The food is amazing and fresh it is well priced for the quality of ingredients the best part is the service they work fast and are very friendly, they have COVID precautions and it is very clean",5,Yelp,P,R100010
V000000113,Sanjana N.,7/23/21,Normally would give this place a 5 but lately the staff has been impatient. They messed up my friends order terribly and then dropped another persons pizza right after wards....,3,Yelp,N,R100010
V000000114,Rachel C.,6/26/21,"The manager (his name is ""Ronal"") made me feel uncomfortable during my experience (as if he was whispering behind my back). The pizza maker had an attitude when I asked him if he could change his gloves after making a pizza with pepperoni and sausage (I'm vegetarian). The only nice one was the black guy who pulls the pizza out of the oven. He was so polite, he made my experience better.",1,Yelp,N,R100010
V000000115,Dionne K.,6/18/21,Great pizza. The lemonade is a bit to sweet. If you fill your cu with ice and let it melt the lemonade will be just right.,5,Yelp,P,R100010
V000000116,Big Schlim F.,4/9/21,"Looking for some great pizza but you're on a limited budget? Blaze Pizza is your spot!! They have a myriad of different crust, sauces, veggies (try the spicy meatless chorizo), and meats. They even have finishers like pesto and a garlic sauce. Let's not forget their delicious deserts and drinks!! Want a s'more pie $2.25!! The pie pictured is a build your own pie $9.95 at the 7914 Baltimore Ave., College Park location and the parking was easy. The customer service was on point as well, I was greeted and served very well. They are located EVERYWHERE though...check them out..trust...that's it.**This establishment is Covid compliant**",4,Yelp,P,R100010
V000000117,Imran S.,10/2/21,"the reviews for nuvegan were good and so i decided to try it. there are a variety of options to choose from and you can make your own selections of entree and sides. i choose the bbq tofu, sweet potatoes and asian noodle salad. bbq tofu was really good, asian noodle salad was decent (better when paired with something else) and the sweet potato had too much nutmeg. the portion size was generous and you can taste different options before selecting them",4,Yelp,P,R100009
V000000118,Gail B.,9/12/21,This restaurant is located by Maryland University. Parking is a challenge. The food is delicious. I had the ginger tofu. It is wonderful. The cabbage had a strong pepper flavor. The chick peas were delicious. My friend had the faux crab burger. I look forward to another visit.,4,Yelp,P,R100009
V000000119,Hazel C.,1/16/21,"NuVegan Cafe has been a staple in the DMV for many years now. Rightfully, so. My first visit years ago was at the location on Georgia Avenue for Sunday brunch. Their food is delicious! I can't claim to be vegan because there are rare days when I crave seafood and willfully give in. :-) But my diet is 90% plant-based. Nuvegan is my go-to spot when I don't feel like cooking. Literally everything is good.

My favorite dishes are the garlic kale, chik'n drummies, and of course the mac and cheese. Also noteworthy are the vegan crab cakes and vegan fried fish. Served cafeteria style so you view the dishes first hand before ordering. For our friends who love meat they serve plant based burgers, cheesesteak, and other filling options. They also offer desserts such as cheesecake, red velvet and cinnamon rolls. This location has a parking lot in the back with free parking. Staff are friendly and knowledgeable about the dishes. It's definitely worth dining even if you aren't about the plant-based life! You'll enjoy it.

COVID deets.
All the staff wear masks and gloves. There are hand sanitizer stations throughout, and there is no longer indoor seating.",4,Yelp,P,R100009
V000000120,Danielle H.,1/12/21,"I've been wanting to try NuVegan for awhile because I've heard nothing but great things, so when a friend suggested we try it out I was down!
Pros: NuVegan is very affordable!
Cons: I just wasn't impressed, everything was okay.
I was low-key weirded out with the chickin dummies, it was very similar to regular chicken but its not chicken (lol), I just couldn't get past it. The mac was okay, the consistency was very different than what I'm used too.",3,Yelp,N,R100009
V000000121,Nastasia B.,10/28/21,A few times I have visited the spot looked as if it could use some tidying. Service is okay; the music plays so loudly that you can hardly communicate with staff without yelling. Typically a line of customers because the food is yummy.,3,Yelp,N,R100009
V000000122,Anonymous O.,8/29/21,Food was good. Establishments could of been cleaner for a better experience. Lots of crumbs on table and floor,4,Yelp,P,R100009
V000000123,Alex S.,8/9/21,"They didn't have forks. I wish they would have told us before we ordered. We had to walk a few doors down to ask for forks. The menu was confusing...I also am a little slow so maybe it will be better for you. It felt like...there was some dark energy in there. The staff wasn't too friendly...I dunno. But hear me out...the food was pretty good. Honestly, you'll probably have a better experience than me...so try it for yourself.",3,Yelp,N,R100009
V000000124,Alexandra C.,7/27/21,"The ""chicken"" drummies were the BEST vegan ""chicken"" I've had so far. Had a side of mac and cheese and seeet potatoes - both were phenomenal. Wonderfully friendly and helpful staff! I'll be dreaming about the ""chicken"" drummies for a long time!",5,Yelp,P,R100009
V000000125,Eden B.,7/22/21,"NuVegan has a ton of awesome options for vegans (and non-vegans!) to enjoy. I have been to the DC location in the past and tried entrees, but this time I decided to get a platter of 4 sides, and my brother did the same! We were able to try: mac and cheese, garlic kale, herbed quinoa salad, asian noodle salad, southern potato salad, caribbean chick pea, ginger collards, and floret fusion. Everything was great, but my favorites have always been the kale and mac and cheese! I really enjoyed trying the chick peas and quinoa as well - everything is so flavorful!! The portions are generous and the food is served hot-bar style, so NuVegan is a great option if you need something quick and wholesome!",5,Yelp,P,R100009
V000000126,Sharon K.,7/2/21,"Went here to finally try their food. There is a kind hostess at the front and she greeted me then explained the menu. Fantastic because I did not know how to order. I then ordered a plate with 2 sides. Huge portions!! Loved the variety, however the server couldn't really explain what exactly the food was. I wanted to know what I was eating even though some products were meant to imitate meat. I will definitely be back to try other items.",4,Yelp,P,R100009
V000000127,Rusty S.,6/22/21,Nu Vegan performs some wizardry where they make their vegan chicken comparable to my sweet Nancy's fried chicken. And their macaroni cheese while different from some of the other vegan restaurants mac and cheese is good and works well with the spiced cabbage. Back to Arlen.,5,Yelp,P,R100009
V000000128,Matt H.,6/6/21,The food is amazing especially being a picky eater I love this place.... This restaurant is one of the best vegan spots I've had keep in mind I've traveled all over the USA,5,Yelp,P,R100009
V000000129,Melanie M.,6/5/21,"Yelp will only let me give you 5 stars....I am sending like 10 more. Your entrees, sides and desserts are BEYOND AMAZING!! Even my picky teenager fell in love with it all. We have food allergies so it is an awesome feeling to have a safe place to eat that also serves cuisine from heaven!! Thank you!!",5,Yelp,P,R100009
V000000130,Tiffany G.,6/2/21,The delivery was perfect! The vegan cheeseburger was absolutely the best I have ever had in my life! The bun was soft and the burger was full of flavor!!! Incredibly delicious and yummy! I will most definitely order again! Thank you!,5,Yelp,P,R100009
V000000131,Paul M.,6/1/21,The food was great! I was skeptical at first about having vegan crab cakes but I was thoroughly impressed.,4,Yelp,P,R100009
V000000132,TinaRein N.,5/23/21,"NuVegan cafe's food is so so so so good, and I love the drummies. I love the vegan cookies, because it's funny that the cookies taste like they're not vegan but they are...and I'm 8 and my sister is vegan so we always go there, and she told me to write a review.",5,Yelp,P,R100009
